18.0;2.0
17.0;10.0
15.5;18.0
15.0;15.0
14.0;6.0
14.0;5.0
14.0;4.0
14.0;3.0
14.0;1.0
13.0;17.0
12.0;40.0
12.0;7.0
10.5;16.0
10.5;14.0
8.0;12.0
